item;element_subtype;alias;description;sessionuid;road;stretchs;secc;pk;dm;on_change_alarm;param1_brand;param2_model;param3_stream_mjpeg;param6_preset;param7_features;param9_onvif_hostname;param10_onvif_username;param11_onvif_password;param12_onvif_ptz_params;sentido;data_proxy
391;3;S2TS-DOM-023;S2TS-DOM-023;S2TS-DOM-023;AVO;S2TS-ZON-043;Secc.02-10-07;43+935;7635;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-023;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.18.10;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.18.10/snap.jpg?JpegCam=1
392;1;S2TS-CAM-047;S2TS-CAM-047;S2TS-CAM-047;AVO;S2TS-ZON-043;Secc.02-10-07;43+97;7670;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-047;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.18.9/snap.jpg?JpegCam=1
393;3;S2TS-DOM-024;S2TS-DOM-024;S2TS-DOM-024;AVO;S2TS-ZON-039;Secc.02-10-07;44+02;7720;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-024;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.16.19;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.16.19/snap.jpg?JpegCam=1
394;1;S2TS-CAM-048;S2TS-CAM-048;S2TS-CAM-048;AVO;S2TS-ZON-045;Secc.02-10-07;44+07;7770;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-048;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.19.1/snap.jpg?JpegCam=1
396;1;S2TS-CAM-049;S2TS-CAM-049;S2TS-CAM-049;AVO;S2TS-ZON-046;Secc.02-10-07;44+19;7890;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-049;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.19.5/snap.jpg?JpegCam=1
397;3;S2TS-DOM-026;S2TS-DOM-026;S2TS-DOM-026;AVO;S2TS-ZON-047;Secc.02-10-07;44+27;7970;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-026;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.19.6;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.19.6/snap.jpg?JpegCam=1
398;1;S2TS-CAM-050;S2TS-CAM-050;S2TS-CAM-050;AVO;S2TS-ZON-047;Secc.02-10-07;44+305;8005;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-050;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.19.7/snap.jpg?JpegCam=1
399;1;SBTP-CAM-001;SBTP-CAM-001;SBTP-CAM-001;AVO;SBTP-ZON-001;Secc.02-257-07;8+03;8030;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SBTP-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.19.4/snap.jpg?JpegCam=1
400;1;S2TS-CAM-051;S2TS-CAM-051;S2TS-CAM-051;AVO;S2TS-ZON-048;Secc.02-10-07;44+425;8125;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-051;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.19.8/snap.jpg?JpegCam=1
401;1;SBTP-CAM-002;SBTP-CAM-002;SBTP-CAM-002;AVO;SBTP-ZON-001;Secc.02-257-07;8+13;8130;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SBTP-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.19.10/snap.jpg?JpegCam=1
402;3;S2TS-DOM-027;S2TS-DOM-027;S2TS-DOM-027;AVO;S2TS-ZON-049;Secc.02-10-07;44+495;8195;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-027;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.19.9;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.19.9/snap.jpg?JpegCam=1
403;3;SBTP-DOM-001;SBTP-DOM-001;SBTP-DOM-001;AVO;SBTP_EXT;Secc.02-257-07;8+36;8360;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/SBTP-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.19.11;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.19.11/snap.jpg?JpegCam=1
404;1;INKP-CAM-008;INKP-CAM-008;INKP-CAM-008;AVO;INKP-ZON-006;Secc.02-29-04;0+9;900;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKP-CAM-008;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.9/snap.jpg?JpegCam=1
405;1;INKP-CAM-009;INKP-CAM-009;INKP-CAM-009;AVO;INKP-ZON-008;Secc.02-29-04;0+97;970;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKP-CAM-009;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.10/snap.jpg?JpegCam=1
406;3;S1TS-DOM-013;S1TS-DOM-013;S1TS-DOM-013;AVO;S1TN_EXT;Secc.01-10-14;36+92;620;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S1TS-DOM-013;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.1.9;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.111.1/snap.jpg?JpegCam=1
407;1;S2TN-CAM-006;S2TN-CAM-006;S2TN-CAM-006;AVO;S2TN-ZON-005;Secc.03-11-10;43+93;7630;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-006;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.11/snap.jpg?JpegCam=1
408;1;IBTO-CAM-001;IBTO-CAM-001;IBTO-CAM-001;AVO;IBTO-ZON-002;Secc.03-11-10;43+93;7630;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/IBTO-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.8/snap.jpg?JpegCam=1
409;1;S2TN-CAM-005;S2TN-CAM-005;S2TN-CAM-005;AVO;S2TN-ZON-005;Secc.03-11-10;43+93;7630;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-005;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.13/snap.jpg?JpegCam=1
410;3;IBTO-DOM-001;IBTO-DOM-001;IBTO-DOM-001;AVO;IBTO_EXT;Secc.01-10-14;36+92;620;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/IBTO-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.17.22;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.17.22/snap.jpg?JpegCam=1
411;1;S2TN-CAM-004;S2TN-CAM-004;S2TN-CAM-004;AVO;S2TN-ZON-004;Secc.03-11-10;43+93;7630;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-004;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.15/snap.jpg?JpegCam=1
412;3;S2TN-DOM-002;S2TN-DOM-002;S2TN-DOM-002;AVO;S2TN-ZON-003;Secc.01-10-14;36+92;620;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-002;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.17.16;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.17.16/snap.jpg?JpegCam=1
413;3;S2TN-DOM-003;S2TN-DOM-003;S2TN-DOM-003;AVO;S2TN-ZON-011;Secc.01-10-14;36+92;620;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-003;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.16.18;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.16.18/snap.jpg?JpegCam=1
414;1;S2TN-CAM-003;S2TN-CAM-003;S2TN-CAM-003;AVO;S2TN-ZON-003;Secc.03-11-10;43+93;7630;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.17/snap.jpg?JpegCam=1
415;1;S2TN-CAM-002;S2TN-CAM-002;S2TN-CAM-002;AVO;S2TN-ZON-002;Secc.03-11-10;43+93;7630;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.18/snap.jpg?JpegCam=1
416;3;S2TN-DOM-001;S2TN-DOM-001;S2TN-DOM-001;AVO;S2TN-ZON-001;Secc.01-10-14;36+92;620;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.17.19;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.17.19/snap.jpg?JpegCam=1
417;1;S2TN-CAM-001;S2TN-CAM-001;S2TN-CAM-001;AVO;S2TN-ZON-001;Secc.03-11-10;43+93;7630;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.20/snap.jpg?JpegCam=1
418;3;SMPN-DOM-001;SMPN-DOM-001;SMPN-DOM-001;AVO;SMPS-ZON-006;Secc.02-303-05;0+57;570;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/SMPN-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.13.12;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.13.12/snap.jpg?JpegCam=1
419;1;SMPN-CAM-006;SMPN-CAM-006;SMPN-CAM-006;AVO;SMPS-ZON-004;Secc.02-303-05;0+42;420;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SMPN-CAM-006;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.13.13/snap.jpg?JpegCam=1
420;1;IBTO-CAM-003;IBTO-CAM-003;IBTO-CAM-003;AVO;IBTO-ZON-002;Secc.03-11-10;43+93;7630;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/IBTO-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.17.23/snap.jpg?JpegCam=1
